id,type,text1,text2,text3,text4,text5,notes
#CUSTOM_DESCRIPTIONS,,,,,,
eusan_nation_isolde_imperial,SHIP,"The standard Imperial cruiser in the latter half of the war. Where the Jagd-class destroyers made up the main Imperial Fleet, the Isoldes were the hammer that  enforced Imperial rule. During the war dozens were commissioned on Buyan's Imperial shipyards, assuming the role of capital ship for the Imperial Fleet. These ships inflicted horrific losses on the Nation's Volksmarine flotillas, achieving a positive kill ratio until the end of the war. Despite the deployment of heavily armed battleships by the Nation, the Empire often avoided outright ship to ship combat with the Volksmarine battleships. Preferring to strike at weak areas, they caused considerable damage to the Nation's effort to reinforce and resupply liberation forces on Vineta. This example being shown has its Imperial standard hull paint scheme typical of the Imperial fleet.",,,,
eusan_nation_jagd,SHIP,"The standard Imperial destroyer built by the Eusan Empire for last half of the war. These ships made up a considerable amount of the Imperial Fleet with a large amount of these ships built to a standard design, allowing the Empire to produce these ships in the hundreds. These ships operated in packs, escorted cargo convoys and patrolled the space between Buyan, Kitezh and other Imperial holdings. As the war drew to a close, majority of these ships either surrendered or were abandoned by the Empire as supply lines were slowly strangled. These examples have been commissioned into the Volksmarine for use by the Nation. Despite being decades old, the design is solid and its equipment still equal to the best the Volksmarine can develop.",,,,
eusan_nation_jagd_imperial,SHIP,"The standard Imperial destroyer built by the Eusan Empire for last half of the war. These ships made up a considerable amount of the Imperial Fleet with a large amount of these ships built to a standard design, allowing the Empire to produce these ships in the hundreds. These ships operated in packs, escorted cargo convoys and patrolled the space between Buyan, Kitezh and other Imperial holdings. As the war drew to a close, majority of these ships either surrendered or were abandoned by the Empire as supply lines were slowly strangled. This example being shown has its Imperial standard hull paint scheme typical of the Imperial fleet.",,,,
eusan_nation_raubtier,SHIP,"A unique frigate design deployed by the Empire during the later half of the war. Replacing the previous class of frigates, the Raubtiers were a drastic departure from previous designs. With two destroyer sized missile launchers, these frigates packed significant firepower that rivaled most designs. At the end of the war these frigates that survived were either captured, sold off or simply recommissioned into the Volksmarine.",,,,
eusan_nation_raubtier_imperial,SHIP,"A unique frigate design deployed by the Empire during the later half of the war. Replacing the previous class of frigates, the Raubtiers were a drastic departure from previous designs. With two destroyer sized missile launchers, these frigates packed significant firepower that rivaled most designs. This example being shown has its Imperial standard hull paint scheme typical of the Imperial fleet.",,,,
#STATIONS,,,,,,
eusan_nation_station2,SHIP,"An enormous, Eusan-designed battle station or 'Kampfstation'. Featuring powerful shields and armor plating. This platform hosts shipyards, habitats, factories, and stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,
eusan_nation_station3,SHIP,"An enormous, Eusan-designed star fortress or 'Sternfestung'. Featuring powerful shields, additional armor plating, and Bangpae defense drones. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,
eusan_nation_station_drone,SHIP,"The Bangpae heavy combat drone associated with the Eusan space defenses, it is often seen guarding the most heavily fortified stations orbiting Eusan worlds.",,,,
#Systems
eusan_nation_drone_station,SHIP_SYSTEM,"Deploys several Bangpae heavy combat drones to shield and defend the station.",Drone,"Deploys several Bangpae heavy combat drones to shield and defend the station.",,,
eusan_nation_pd_damper,SHIP_SYSTEM,Briefly activates an energy field that mitigates incoming damage at the cost of disabling weapons and shields. Point Defense weapons are not affected.,,,,
#Commodities,,,,,,
eusan_nation_imperialsmokes,RESOURCE,"A brand of cigarettes used heavily by the Eusan Empire during the war against the Nation. As supply lines got squeezed, the Imperial military began consolidating various food and supply manufacturing to specific, standardized types. The iconic yellow packaging is a wartime invention, made to streamline production of vital supplies to soldiers fighting against the Nation. After the war, huge stocks of these cigarettes were captured and while Protecktor units confiscated as much as they can, most of the supplies just vanished into general circulation.",,,,
eusan_nation_nationsmokes,RESOURCE,"A ubiquitous sight in the Nation, these crimson colored packs of cigarettes are the Nation's number one choice and for certain areas, the only choice. They come packaged in paper packs or tins and come with a book of matches. To strike the matches, one just needs to use the strip on the tin. For many workers in Rotfront or Leng, a smoke is the only respite from life in the Nation.",,,,
#SMALL_WEAPONS,,,,,,
eusan_nation_dangpa,WEAPON,The current standard point defense weapon for the Volksmarine. Fires 25mm rounds at targets.,,,,
eusan_nation_dory,WEAPON,A specialized point defense system that fires high explosive 35mm rounds at targets.,,,,
eusan_nation_pebble,WEAPON,Primary anti-shield weapon system. Fires 57mm in rapid fire mode to strip or damage shields of enemy warships.,,,,
eusan_nation_pernach,WEAPON,An auto-cannon system designed for close range attacks. Fires 75mm shells  and carries a 220mm rocket launcher. During engagements it will fire 75mm shells at the target while periodically firing rockets.,,,,
eusan_nation_galdae_small,WEAPON,A rocket launcher that fires high explosive anti-armor rockets in salvos of 2 rockets. This specific variant is design for small mountings.,,,,
#MEDIUM_WEAPONS,,,,,,
eusan_nation_wuqiong_double,WEAPON,"The current standard area point defense for Volksmarine ships. Fires 57mm blast rounds (Deals AOE damage.). Primarily designed to engage hostile missiles, incoming munitions and fighters.",,,,
eusan_nation_kompakt,WEAPON,The current anti armor weapon for Volksmarine ships. Fires 127mm high explosive armor piercing shells. Often found on cruisers and destroyers as the primary anti-armor weaponry.,,,,
eusan_nation_rogatina,WEAPON,A specialized anti-armor cannon for Volksmarine warships. It fires 203mm flechette anti-armor rounds. The rounds will separate almost immediately exiting the barrel of the gun and give a shotgun like effect spread.,,,,
eusan_nation_tulip,WEAPON,The current anti-shield weapon for Volksmarine ships. Fires 127mm shield penetrator shells. Often found on cruisers and destroyers as the primary anti-shield weaponry.,,,,
eusan_nation_galdae_medium,WEAPON,A rocket launcher that fires high explosive anti-armor rockets in salvos of 4 rockets. This specific variant is design for medium mounts mountings.,,,,
eusan_nation_jangchang,WEAPON,"A very long range, heavily armored, anti-shield missile. Due to its slow speed, it is built with armored sections to ensure its survivability from defenses while in terminal phase approach to targets.",,,,
#LARGE_WEAPONS,,,,,,
eusan_nation_lbhvel,WEAPON,The 305mm Lightning Bolt cannons were the primary weapons for the Eusan Empire's Imperial Navy. These weapons were powerful and were installed on Isolde class cruisers.,,,,
eusan_nation_taean,WEAPON,A powerful weapon designed for use on Eusan capital ships. Fires a 365mm armor piercing shells for obliterating armor. Long range and hard hitting.,,,,
eusan_nation_kayak_ks,WEAPON,"A powerful, anti-armor missile that is often mounted on large warships. When fired, it approaches the target head on and after reaching the specified distance to the target, splits into two smaller missiles to confuse enemy defenses.",,,,
eusan_nation_mifeng,WEAPON,A large anti-fighter missile system that is designed to destroy enemy fighters by overwhelming salvos of small missiles.,,,,
#BUILTIN_WEAPONS,,,,,,
eusan_nation_admiral_builtin1,WEAPON,An exceptionally powerful main gun for Admiral Class Battleships. The guns are so powerful that they penetrate almost all armor and deal severe damage to hulls.,,,,
eusan_nation_admiral_builtin2,WEAPON,An exceptionally powerful main gun for Admiral Class Battleships. The guns are so powerful that they penetrate almost all armor and deal severe damage to hulls.,,,,
eusan_nation_kayak,WEAPON,A powerful torpedo launcher for the Triglav destroyers mounting system. Fires four powerful torpedoes for exceptional anti-armor effect.,,,,
eusan_nation_kayak_R,WEAPON,A powerful rocket launcher for the Triglav destroyers in a common mounting system. Fires dozens of rockets in a single salvo to overwhelm enemy defensive fires and shields.,,,,
eusan_nation_isolde_builtin,WEAPON,The primary weapon mounted on all Isolde cruisers. Mounted on the front of the hull to take maximum advantage of its narrow forward hull profile. Fires 220mm ammunition.,,,,
eusan_nation_trevivian_builtin,WEAPON,The signature weapon mounted exclusively by the Trevivian-class destroyers. It is designed to destroy fighters. Not useful against dedicated warships but it can provide distractions if needed.,,,,
#GALLERY,,,,,,
heimat_market,GALLERY,"Heimat, Heart of the Revolution","""The beating heart of the Revolution is also the center of our new Nation. Without the sacrifices of martyr, the Nation would not have prevailed over the Empire. Now, come with me and help us build a new future for the Nation!""",,,,
rotfront_market,GALLERY,"Rotfront, Hope of the Future","""No matter how many times I tell myself its a storm in a gas giant, I feel like I am being watched by that red eye in the sky.""",,,,
vineta_market,GALLERY,"Vineta, Jewel of the Nation","""The cities are flooded, the moon is cracked, people are starving, and the Nation's banner flutters victoriously over the ruins of murdered world.""",,,,
kitezh_market,GALLERY,"Kitezh, the Liberated World","""The Nation triumphant, a planet liberated. The fruits of Victory for the Nation, but not for Kitezh's people.""",,,,
buyan_market,GALLERY,"Buyan, our Victory over the Empire","""Buyan burns. I can smell the smoke. The Empire is failing and the Nation is ascendant.""",,,,
leng_market,GALLERY,"Leng, Nation's Frontier","""As I walked through the maze of flesh, the memories keep flooding in. The pain, the sorrow, happiness, and love. I can no longer tell which are mine and which are hers, only that we are together now.""",,,,
nation_bar,GALLERY,"Nation Bar","For those in the Nation, alcohol remains the best remedy to soothe the body and ease the pain from the realities of life. Both military and local workers spend their hard earned rationmarks under the banner of the Nation, under the watchful eye of the replika bartender.",,,,
rotfront_bar,GALLERY,"Rotfront Bar","Living on Rotfront is a never ending story of wind, rain, cold, and grey walls of the apartment building. The only source of color are the banners and the bar serving drinks.",,,,
512_briefing,GALLERY,"Important Briefing","A towering woman stands before you while a silver haired woman stands behind her desk. Clearly your success have been noted by the Nation.",,,,
512_exterior,GALLERY,"Operation Penrose","""Remember, you will die having served your Nation by partaking in a glorious demonstration of our power.""",,,,
512_polaroid1,GALLERY,"The woman in the photo","""I am looking for this woman.""",,,,
512_polaroid2,GALLERY,"The woman in the photo","""Have you seen her?""",,,,
512_cockpit1,GALLERY,"Penrose 512 Cockpit","""The ship is crashed in an icy landscape.""",,,,
512_cockpit2,GALLERY,"Penrose 512 Cockpit","""Judging from the readout, there's no chance it'll never fly again...""",,,,
512_hallway,GALLERY,"Penrose 512 Hallway","""I can't concentrate on anything. It's like there's this fog inside my head, and whenever I try to do anything, I just can't focus. I want to go outside, I want to breathe fresh air, I want to feel wind on my face and in my hair.""",,,,
512_office,GALLERY,"Ariane's office","""Got out of Rotfront only to be end up in Heimat.""",,,,
#PLANETS,,,,,,
flooded_world,PLANET,"Rising sea levels have turned this otherwise habitable world into a flooded planet. The ecosystem will take time to recover from the sudden change of landscape on its own.",,,,,
